model_name,num_input_features,cv_threshold_mean,cv_threshold_median,selected_threshold,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
xgb_top5_cv,10,0.544,0.54,0.54,0.7405828002842928,0.61211477151966,0.5079365079365079,0.7700534759358288,0.8369126318132638,0.6549321161531982
xgb_full_cv,19,0.548,0.56,0.56,0.7533759772565742,0.6224156692056583,0.5247706422018349,0.7647058823529411,0.8372051187807693,0.6539081917197465
