model_name,num_input_features,valid_f1,test_f1,test_precision,test_recall,test_roc_auc,test_pr_auc,threshold
xgb_full,19,0.6484149855907781,0.6069364161849711,0.5097087378640777,0.75,0.8153870967741935,0.5856448510852821,0.5000000000000001
xgb_top5,10,0.6434231378763867,0.5870646766169154,0.5479876160990712,0.6321428571428571,0.8186981566820276,0.6098806214322461,0.6000000000000001
